entrez_mouse	ensembl_gene_id	gene_symbol	entrez_human	entrez_rat	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi.et.al	TcoF.DB	TFCat	TFClass_human	TFclass_mouse	Vaquerizas.et.al	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5	GOC981.select_EC
104382	ENSMUSG00000034384	BARHL2	343472	65050	Q9NY43	O88181	Q7TNS3,Q8VIB5	BarH-like homeobox 2	0	yes	22307612	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	22307612	10090	0	0	0	0	0	0	0	0	0	0	981
59058	ENSMUSG00000025128	BHLHE22	27319	365748	B4DF88,Q8NFJ8	0	Q8C6A8	basic helix-loop-helix family, member e22	BHLHB5|BETA3|CAGL85|TNRC20	yes	22284184	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	22284184	10090	0	0	0	0	0	0	0	0	0	0	981
214384	ENSMUSG00000020542	MYOCD	93649	246297	Q8IZQ8	Q8R5I7	Q8VIM5	myocardin	MYCD	yes	22157009	0	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	22157009	9606	0	0	0	0	0	0	0	0	0	0	981
550619	ENSMUSG00000066224	ARID3C	138715	502946	A6NKF2	D3ZQB1	A6PWV5,B7ZP08	AT rich interactive domain 3C (BRIGHT-like)	0	yes	21955986	Experimental	AnimalTFDB	0	GOC	0	0	0	0	TFCat	TFclass	TFclass_mouse	0	21955986	10090	0	0	0	0	0	0	0	0	0	0	981
13199	ENSMUSG00000059213	DDN	23109	25113	O94850	P50617	Q80TS7	dendrin	0	yes	21911934	0	0	0	GOC	0	0	0	0	0	0	0	0	21911934	10116	0	0	0	0	0	0	0	0	0	0	981
228913	ENSMUSG00000052056	ZNF217	7764	311764	H0UI66,O75362	D4AB75	Q3U0X6	zinc finger protein 217	ZABC1	yes	21908891	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	21908891	9606	0	0	0	0	0	0	0	0	0	0	981
56184	ENSMUSG00000047002	MSGN1	343930	689864	A6NI15	D3ZVR2	Q9JK54	mesogenin 1	MSOG	yes	21750544	0	AnimalTFDB	DBD	GOC	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	21750544	10090	0	0	0	0	0	0	0	0	0	0	981
100182	ENSMUSG00000039158	AKNA	80709	362530	Q64FY1,Q7Z591	D3ZLV5	Q80VW7	AT-hook transcription factor	0	yes	21606955	Experimental	0	0	GOC	0	0	0	0	0	0	0	Vaquerizas et al	21606955	9606	0	0	0	0	0	0	0	0	0	0	981
12914	ENSMUSG00000022521	CREBBP	1387	54244	Q92793	F1M9G7	F8VPR5,Q6GQV9	CREB binding protein	CBP|KAT3A|RSTS	yes	21539536	0	0	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	0	21539536	9606	0	0	0	0	0	0	0	0	0	0	981
12592	ENSMUSG00000031326	CDX4	1046	302400	O14627	D3ZF67	Q07424,Q78Z64	caudal type homeobox 4	0	yes	21471217	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	21471217	9606;10090	0	0	0	0	0	0	0	0	0	0	981
69228	ENSMUSG00000057691	ZNF746	155061	312303	Q6NUN9	F1LSG4	Q3U133	zinc finger protein 746	PARIS	yes	21376232	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	21376232	9606	0	0	0	0	0	0	0	0	0	0	981
56198	ENSMUSG00000032744	HEYL	26508	313575	Q9NQ87	D3ZIH3	Q9DBX7	hairy/enhancer-of-split related with YRPW motif-like	HEY3|HRT3|BHLHB33	yes	21259317	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	21259317	10090	0	0	0	0	0	0	0	0	0	0	981
83396	ENSMUSG00000014303	GLIS2	84662	302946	Q9BZE0	D3ZIA9	Q8VDL9	GLIS family zinc finger 2	NKL|NPHP7	yes	21127075	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	21127075	9606;10090	0	0	0	0	0	0	0	0	0	0	981
14633	ENSMUSG00000048402	GLI2	2736	304729	P10070,Q1PSW9,Q59FV5	F1M2B7	Q0VGT2	GLI family zinc finger 2	HPE9|THP1|THP2	yes	21095584	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	21095584	9606	0	0	0	0	0	0	0	0	0	0	981
17537	ENSMUSG00000041420	MEIS3	56917	361514	Q99687	B1H242,D4A9U2	P97368	Meis homeobox 3	MRG2	yes	21059917	0	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	21059917	10090	0	0	0	0	0	0	0	0	0	0	981
19130	ENSMUSG00000010175	PROX1	5629	305066	Q92786	D3ZU00	P48437	prospero homeobox 1	0	yes	21040746	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	21040746	10090	0	0	0	0	0	0	0	0	0	0	981
14234	ENSMUSG00000046714	FOXC2	2303	171356	Q99958	Q63246	B9EI61,Q61850	forkhead box C2 (MFH-1, mesenchyme forkhead 1)	FKHL14|LD|MFH-1|MFH1	yes	20956529	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	20956529	9606	0	0	0	0	0	0	0	0	0	0	981
380993	ENSMUSG00000022335	ZFAT	57623	362925	B7Z6H1,E9PBN4,Q4KMQ4,Q6PJQ2,Q9P243	D4A2U0	Q7TS63	zinc finger and AT hook domain containing	AITD3|ZFAT1|ZNF406	yes	20660741	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	20660741	10090	0	0	0	0	0	0	0	0	0	0	981
56449	ENSMUSG00000030189	YBX3	8531	83807	P16989	Q62764	Q68G78,Q9JKB3	cold shock domain protein A	CSDA|CSDA1|DBPA|ZONAB	yes	20636440	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	TFclass_mouse	Vaquerizas et al	20636440	9606	0	0	0	0	0	0	0	0	0	0	981
67778	ENSMUSG00000027667	ZNF639	51193	683504	Q9UID6	Q5PPG4	Q99KZ6	zinc finger protein 639	6230400O18RIK|ANC-2H01|ANC_2H01|ZASC1	yes	20484494	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	20484494	9606	0	0	0	0	0	0	0	0	0	0	981
54713	ENSMUSG00000021743	FEZF2	55079	305719	Q8TBJ5	B4F7C0	Q9ESP5	FEZ family zinc finger 2	FEZ|FEZL|TOF|ZFP312|ZNF312	yes	20431123	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	20431123	10090	0	0	0	0	0	0	0	0	0	0	981
15387	ENSMUSG00000021546	HNRNPK	3190	117282	B4DUQ1,P61978,Q6IBN1	P61980,Q5D059	B2M1R6,P61979,Q5FWJ5	heterogeneous nuclear ribonucleoprotein K	CSBP|HNRPK|TUNP	yes	20371611	Experimental	0	0	GOC	0	0	Ravasi et al	0	TFCat	0	0	0	20371611	9606	0	0	0	0	0	0	0	0	0	0	981
16969	ENSMUSG00000035011	ZBTB7A	51341	117107	O95365,Q8TB76	G3V8P6,Q9QZ48	O88939	zinc finger and BTB domain containing 7A	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|POKEMON	yes	20336405	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	20336405	9606	0	0	0	0	0	0	0	0	0	0	981
15184	ENSMUSG00000008855	HDAC5	10014	84580	Q9UQL6	0	B7ZDF5,B7ZDF7,Q3UJF1,Q6P9T4	histone deacetylase 5	HD5|NY-CO-9	yes	20181743	0	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	20181743	10090	0	0	0	0	0	0	0	0	0	0	981
19015	ENSMUSG00000002250	PPARD	5467	25682	F1D8S7,Q03181	Q99ND3	P35396,Q546I3	peroxisome proliferator-activated receptor delta	FAAR|NR1C2|NUC1|NUCI|NUCII|PPARB	yes	20160399	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	20160399	9606	0	0	0	0	0	0	0	0	0	0	981
66277	ENSMUSG00000030087	KLF15	28999	85497	Q9UIH9	Q5FVT6,Q9WTQ3	Q9EPW2	Kruppel-like factor 15	KKLF	yes	20141633	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	20141633	9606	0	0	0	0	0	0	0	0	0	0	981
17341	ENSMUSG00000052271	BHLHA15	168620	25334	Q7RTS1	P70562	Q9QYC3	basic helix-loop-helix family, member a15	BHLHB8|MIST1	yes	20038531	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	20038531	9606	0	0	0	0	0	0	0	0	0	0	981
12227	ENSMUSG00000020423	BTG2	7832	29619	P78543	P27049	Q04211,Q3TF68	BTG family, member 2	PC3|TIS21	yes	20020054	0	0	0	GOC	0	0	Ravasi et al	0	TFCat	0	0	0	20020054	10116	0	0	0	0	0	0	0	0	0	0	981
58198	ENSMUSG00000031665	SALL1	6299	307740	Q9NSC2	D3ZIF4	Q6P5E3	sal-like 1 (Drosophila)	HSAL1|SAL-1|TBS|ZNF794	yes	19942929	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19942929	10090	0	0	0	0	0	0	0	0	0	0	981
20230	ENSMUSG00000023927	SATB1	6304	316164	Q01826	Q5U2Y2	E9PVB7,Q60611	SATB homeobox 1	0	yes	19933152	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19933152	10090	0	0	0	0	0	0	0	0	0	0	981
18736	ENSMUSG00000004842	POU1F1	5449	25517	P28069	P10037,Q6P7Q8	F8WGJ8,Q00286	POU class 1 homeobox 1	CPHD1|GHF-1|PIT1|POU1F1A|PIT-1	yes	19887646	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19887646	10116	0	0	0	0	0	0	0	0	0	0	981
22160	ENSMUSG00000035799	TWIST1	7291	85489	Q15672	Q9EPJ1	P26687	twist basic helix-loop-helix transcription factor 1	ACS3|BPES2|BPES3|CRS1|SCS|TWIST|BHLHA38	yes	19802001	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19802001	10090	0	0	0	0	0	0	0	0	0	0	981
229007	ENSMUSG00000027582	ZGPAT	84619	296478	Q8N5A5	Q5PPF5	Q8VDM1	zinc finger, CCCH-type with G patch domain	GPATC6|GPATCH6|KIAA1847|ZC3H9|ZC3HDC9|ZIP	yes	19644445	Experimental	0	0	GOC	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	19644445	9606	0	0	0	0	0	0	0	0	0	0	981
18028	ENSMUSG00000008575	NFIB	4781	29227	O00712,Q5VW26,Q5VW27,Q5VW28,Q5VW30	O70185,O70186,O70187	P97863,Q6GSP7	nuclear factor I/B	CTF|HMGIC/NFIB|NF-I/B|NF1-B|NFI-B|NFI-RED|NFIB2|NFIB3	yes	19540848	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19540848	9606	0	0	0	0	0	0	0	0	0	0	981
243937	ENSMUSG00000043456	ZNF536	9745	292820	O15090	0	Q8K083	zinc finger protein 536	0	yes	19398580	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	19398580	9606	0	0	0	0	0	0	0	0	0	0	981
107587	ENSMUSG00000022330	OSR2	116039	315039	Q8N2R0	Q6AY34	Q91ZD1	odd-skipped related 2 (Drosophila)	0	yes	19389375	Author statement	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	19389375	10090	0	0	0	0	0	0	0	0	0	0	981
226075	ENSMUSG00000052942	GLIS3	169792	0	Q1PHJ8,Q8NEA6	0	Q0GE24,Q6XP49	GLIS family zinc finger 3	ZNF515	yes	19264802	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19264802	10090	0	0	0	0	0	0	0	0	0	0	981
210719	ENSMUSG00000061013	MKX	283078	291228	Q8IYA7	0	B2RQ30,Q8BIA3	mohawk homeobox	C10ORF48|IFRX|IRXL1	yes	19235719	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19235719	10090	0	0	0	0	0	0	0	0	0	0	981
15361	ENSMUSG00000046711	HMGA1	3159	117062	P17096,Q5T6U8	Q8K585	P17095,Q3TE85,Q3TVP0,Q566K0	high mobility group AT-hook 1	HMG-R|HMGA1A|HMGIY	yes	19223528	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19223528	9606;10090	0	0	0	0	0	0	0	0	0	0	981
17877	ENSMUSG00000000435	MYF5	4617	299766	P13349	D3ZVU3	A2RSK4,P24699	myogenic factor 5	BHLHC2	yes	19192046	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19192046	9606	0	0	0	0	0	0	0	0	0	0	981
15951	ENSMUSG00000073489	IFI16	3428	0	Q16666	0	E9QKL6,P15092,Q08619	interferon, gamma-inducible protein 16	IFNGIP1|PYHIN2	yes	19170058	Experimental	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	19170058	9606	0	0	0	0	0	0	0	0	0	0	981
320267	ENSMUSG00000026843	FUBP3	8939	362106	Q96I24	Q2QC85	A2AJ72,Q3TIX6,Q8BYI4	far upstream element (FUSE) binding protein 3	FBP3	yes	19087307	Author statement	0	0	GOC	0	ORFeome	Ravasi et al	0	TFCat	0	0	0	19087307	9606	0	0	0	0	0	0	0	0	0	0	981
14025	ENSMUSG00000000861	BCL11A	53335	305589	D6W5D9,D9YZV9,Q9H165	D3ZSY3	Q3TP99,Q3US10,Q5STS9,Q9QYE3	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A-L|BCL11A-S|BCL11A-XL|BCL11A-M|CTIP1|EVI9|HBFQTL5|ZNF856	yes	19056937	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19056937	9606	0	0	0	0	0	0	0	0	0	0	981
26423	ENSMUSG00000026751	NR5A1	2516	83826	F1D8R8,Q13285	P50569	P33242	nuclear receptor subfamily 5, group A, member 1	AD4BP|ELP|FTZ1|FTZF1|POF7|SF-1|SF1|SPGF8|SRXY3	yes	19022561	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	19022561	9606	0	0	0	0	0	0	0	0	0	0	981
15404	ENSMUSG00000038236	HOXA7	3204	500126	P31268	M0R7P7	G3UZU9,P02830,Q8JZW2	homeobox A7	ANTP|HOX1|HOX1.1|HOX1A	yes	18973687	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18973687	9606	0	0	0	0	0	0	0	0	0	0	981
72739	ENSMUSG00000021327	ZKSCAN3	80317	306977	Q9BRR0	F7DP88,Q5FVP7	Q91VW9	zinc finger with KRAB and SCAN domains 3	ZF47|ZFP306|ZNF306|ZNF309|ZSCAN13|ZFP47|DJ874C20.1|DJ874C20.1.|ZFP-47	yes	18940803	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18940803	9606	0	0	0	0	0	0	0	0	0	0	981
18423	ENSMUSG00000005917	OTX1	5013	25646	B4DM62,P32242	Q63410	P80205,Q5SS54	orthodenticle homeobox 1	0	yes	18849347	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18849347	9606	0	0	0	0	0	0	0	0	0	0	981
15161	ENSMUSG00000031386	HCFC1	3054	363519	A6NEM2,P51610	D3ZN95	B1AUX2,Q61191	host cell factor C1 (VP16-accessory protein)	CFF|HCF-1|HCF1|HFC1|MRX3|VCAF	yes	18836447	0	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	18836447	10090	0	0	0	0	0	0	0	0	0	0	981
20024	ENSMUSG00000022205	SUB1	10923	192269	P53999,Q6IBA2	Q63396	P11031	SUB1 homolog (S. cerevisiae)	P15|PC4|P14	yes	18836447	0	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	0	18836447	10090	0	0	0	0	0	0	0	0	0	0	981
230908	ENSMUSG00000041459	TARDBP	23435	298648	Q13148,Q9H256	I6L9G6	Q544R5,Q6VYI4,Q6VYI5,Q8BLD4,Q8BUM1,Q8R0B4,Q921F2	TAR DNA binding protein	ALS10|TDP-43	yes	18836447	0	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	18836447	10090	0	0	0	0	0	0	0	0	0	0	981
320995	ENSMUSG00000019900	RFX6	222546	294395	Q8HWS3	F1LTN7	Q8C7R7	regulatory factor X, 6	MTFS|RFXDC1|DJ955L16.1	yes	18673564	Sequence analysis	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18673564	9606	0	0	0	0	0	0	0	0	0	0	981
16842	ENSMUSG00000027985	LEF1	51176	161452	Q659G9,Q9UJU2	G3V7C1,Q9QXN1	D3Z654,P27782,Q3TYB0,Q8BGZ9,Q8C402	lymphoid enhancer-binding factor 1	LEF-1|TCF10|TCF1ALPHA|TCF7L3	yes	18579517	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18579517	9606;10090	0	0	0	0	0	0	0	0	0	0	981
18673	ENSMUSG00000038845	PHB	5245	25344	A8K401,P35232,Q53FV0	P67779	P67778	prohibitin	PHB1	yes	18480465	0	0	0	GOC	0	0	0	TcoF-DB	0	0	0	0	18480465	10090	0	0	0	0	0	0	0	0	0	0	981
13819	ENSMUSG00000024140	EPAS1	2034	29452	B3KW07,Q99814	Q9JHS1	P97481	endothelial PAS domain protein 1	ECYT4|HIF2A|HLF|MOP2|PASD2|BHLHE73	yes	18442887	Experimental	0	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18442887	9606	0	0	0	0	0	0	0	0	0	0	981
664799	ENSMUSG00000070495	CTCFL	140690	296420	A6XGM0,A6XGM9,Q8NI51,V9GY73,V9GYX4	0	A2APF3	CCCTC-binding factor (zinc finger protein)-like	BORIS|CT27|CTCF-T|HMGB1L1|DJ579F20.2	yes	18413740	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18413740	9606	0	0	0	0	0	0	0	0	0	0	981
20667	ENSMUSG00000051817	SOX12	6666	689988	O15370	D3ZZ13	Q04890	SRY (sex determining region Y)-box 12	SOX22	yes	18403418	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18403418	10090	0	0	0	0	0	0	0	0	0	0	981
17292	ENSMUSG00000030544	MESP1	55897	308766	Q9BRJ9	D3ZUG3	P97309	mesoderm posterior 1 homolog (mouse)	BHLHC5	yes	18297060	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	18297060	9606	0	0	0	0	0	0	0	0	0	0	981
54422	ENSMUSG00000026805	BARHL1	56751	117232	Q9BZE3	P63156	P63157,Q8BJ04	BarH-like homeobox 1	0	yes	18212062	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18212062	10090	0	0	0	0	0	0	0	0	0	0	981
55927	ENSMUSG00000067071	HES6	55502	316626	B9A070,Q96HZ4	Q5PPN0	Q9JHE6	hairy and enhancer of split 6 (Drosophila)	HES-6|BHLHB41|BHLHC23	yes	18160400	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18160400	9606	0	0	0	0	0	0	0	0	0	0	981
15191	ENSMUSG00000004897	HDGF	3068	114499	P51858	Q8VHK7	P51859	hepatoma-derived growth factor	HMG1L2	yes	17974029	Experimental	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	17974029	9606	0	0	0	0	0	0	0	0	0	0	981
15364	ENSMUSG00000056758	HMGA2	8091	84017	P52926	O88791	P52927,Q6NSP9	high mobility group AT-hook 2	BABL|HMGI-C|HMGIC|LIPO|STQTL9	yes	17914116	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17914116	9606	0	0	0	0	0	0	0	0	0	0	981
18667	ENSMUSG00000031870	PGR	5241	25154	P06401	Q63449	A6H6A5,Q8BW69	progesterone receptor	NR3C3|PR	yes	17785366	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17785366	9606	0	0	0	0	0	0	0	0	0	0	981
215418	ENSMUSG00000032515	CSRNP1	64651	363165	Q96S65	D4AAK3	P59054	cysteine-serine-rich nuclear protein 1	AXUD1|CSRNP-1|FAM130B|TAIP-3|URAX1	yes	17726538	Experimental	0	0	GOC	0	0	0	0	0	TFclass	TFclass_mouse	0	17726538	10090	0	0	0	0	0	0	0	0	0	0	981
207785	ENSMUSG00000044636	CSRNP2	81566	315308	Q9H175	D4A1W4	Q8BGQ2	cysteine-serine-rich nuclear protein 2	C12ORF2|C12ORF22|FAM130A1|PPP1R72|TAIP-12	yes	17726538	Experimental	0	0	GOC	0	0	0	0	0	TFclass	TFclass_mouse	0	17726538	10090	0	0	0	0	0	0	0	0	0	0	981
77771	ENSMUSG00000044647	CSRNP3	80034	311093	J3KQ49,Q8WYN3	0	P59055,Q7TNU4	cysteine-serine-rich nuclear protein 3	FAM130A2|PPP1R73|TAIP-2|TAIP2	yes	17726538	Experimental	0	0	GOC	0	0	0	0	0	TFclass	TFclass_mouse	0	17726538	10090	0	0	0	0	0	0	0	0	0	0	981
19226	ENSMUSG00000059077	PTH	5741	24694	P01270	P04089	Q9Z0L6	parathyroid hormone	PTH1	yes	17696759	0	0	0	GOC	0	0	0	0	0	0	0	0	17696759	9606	0	0	0	0	0	0	0	0	0	0	981
18997	ENSMUSG00000031688	POU4F2	5458	171355	Q12837	G3V7L5	Q63934	POU class 4 homeobox 2	BRN3.2|BRN3B|BRN-3B	yes	17637757	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17637757	9606	0	0	0	0	0	0	0	0	0	0	981
70779	ENSMUSG00000029913	PRDM5	11107	689788	Q9NQX1	0	E9Q707,G3UWU3,Q9CXE0	PR domain containing 5	BCS2|PFM2	yes	17636019	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17636019	9606	0	0	0	0	0	0	0	0	0	0	981
21384	ENSMUSG00000027868	TBX15	6913	295315	Q8N8P2,Q96SF7	D3ZJ07	O70306	T-box 15	TBX14	yes	17584735	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17584735	10090	0	0	0	0	0	0	0	0	0	0	981
76365	ENSMUSG00000032419	TBX18	9096	315870	O95935	D4A1V6	G3X919,Q8C003,Q9EPZ6	T-box 18	0	yes	17584735	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17584735	10090	0	0	0	0	0	0	0	0	0	0	981
244813	ENSMUSG00000054360	BSX	390259	500982	Q3C1V8	D4A5F6	Q810B3	brain-specific homeobox	BSX1	yes	17550780	Experimental	AnimalTFDB	DBD	GOC	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	17550780	10090	0	0	0	0	0	0	0	0	0	0	981
18426	ENSMUSG00000024922	OVOL1	5017	309164	G3V1B0,O14753	D4A445	Q9WTJ2	ovo-like 1(Drosophila)	HOVO1	yes	17311813	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17311813	10090	0	0	0	0	0	0	0	0	0	0	981
208647	ENSMUSG00000038648	CREB3L2	64764	362339	Q68D60,Q70SY1	Q6QDP7	Q8BH52	cAMP responsive element binding protein 3-like 2	BBF2H7	yes	17178827	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	17178827	9606	0	0	0	0	0	0	0	0	0	0	981
17286	ENSMUSG00000036144	MEOX2	4223	29279	P50222	P39020	P32443	mesenchyme homeobox 2	GAX|MOX2	yes	17074759	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17074759	9606	0	0	0	0	0	0	0	0	0	0	981
